Wall time,Step,Value
1535620595.8574493,51,0.1081177294254303
1535620776.259066,181,0.3195400834083557
1535620859.6085467,241,0.39290863275527954
1535621085.239446,401,0.4937910735607147
1535621113.4898312,421,0.5019397735595703
1535621155.6828415,451,0.5133100152015686
1535621311.8265994,561,0.5408960580825806
1535621520.4555988,711,0.5673332214355469
1535621561.882606,741,0.5713131427764893
1535621838.9044793,941,0.5931750535964966
1535621949.0372777,1021,0.5997968912124634
1535622003.84297,1061,0.6035035252571106
1535622281.5614772,1261,0.6180247068405151
1535622682.2676804,1551,0.6367546916007996
1535622723.6705701,1581,0.6384799480438232
1535622847.7429862,1671,0.6431489586830139
1535623002.2684243,1781,0.6485719084739685
1535623071.6675806,1831,0.6510484218597412
1535623099.3874733,1851,0.6517332196235657
1535623169.1350777,1901,0.6535952687263489
1535623710.0428243,2291,0.6678809523582458
1535623778.562161,2341,0.6695337295532227
1535623986.5913987,2491,0.674350380897522
1535624070.7889647,2551,0.6761482357978821
1535624139.0662756,2601,0.6774721741676331
1535624234.6647317,2671,0.6794502139091492
1535624316.880163,2731,0.6811519861221313
1535624576.5095553,2921,0.6854766607284546
1535624794.675483,3081,0.6888275146484375
1535624821.710934,3101,0.6894029378890991
1535624931.5383368,3181,0.6911146640777588
1535625095.1029286,3301,0.6936807036399841
1535625217.9075031,3391,0.6953875422477722
1535625327.8247693,3471,0.697070837020874
1535625545.1014552,3631,0.7004061937332153
1535625599.277437,3671,0.7011063694953918
1535626344.792285,4211,0.7095105648040771
1535626358.5942006,4221,0.7095840573310852
1535626596.433883,4391,0.7119473814964294
1535626638.198493,4421,0.7123674154281616
1535626679.8116076,4451,0.7126752734184265
1535626886.647629,4601,0.7147253751754761
1535626928.2200398,4631,0.715035617351532
1535626942.386866,4641,0.7151265740394592
1535627081.9843092,4741,0.7164034247398376
1535627313.1605425,4911,0.7181728482246399
1535627339.9249663,4931,0.718295156955719
1535627627.085939,5141,0.7207130193710327
1535627860.1738226,5311,0.7223334312438965
1535627928.1835425,5361,0.7227809429168701
1535628298.5404947,5631,0.7253563404083252
1535628436.7936265,5731,0.7262957096099854
1535628518.2249131,5791,0.7266990542411804
1535628613.837556,5861,0.727297306060791
1535628627.1412988,5871,0.7273847460746765
1535628833.4159465,6021,0.7286893725395203
1535629079.6306465,6201,0.7301192879676819
1535629106.7107906,6221,0.7302959561347961
1535629270.9755998,6341,0.7312942743301392
1535629366.3446758,6411,0.7318346500396729
1535629380.2608304,6421,0.7318793535232544
1535629407.553344,6441,0.7319653034210205
1535629448.4934552,6471,0.7322114109992981
1535629476.214505,6491,0.7324458360671997
1535629639.5459597,6611,0.7334522604942322
1535629778.0242956,6711,0.7341506481170654
1535630014.7446482,6881,0.7356045246124268
1535630373.456247,7141,0.7374085187911987
1535630427.9818692,7181,0.7376753091812134
1535630483.580538,7221,0.7380213737487793
1535630497.3512502,7231,0.7380844950675964
1535630595.1732855,7301,0.738486111164093
1535630718.4336352,7391,0.7390267252922058
1535630773.2651372,7431,0.7392295002937317
1535630828.8370233,7471,0.7395215034484863
1535630897.7204196,7521,0.7398583292961121
1535630953.8740475,7561,0.740096390247345
1535631078.4344308,7651,0.7406971454620361
1535631133.63998,7691,0.7409887909889221
1535631160.907906,7711,0.7411171793937683
1535631188.200649,7731,0.7412499189376831
1535631285.7851627,7801,0.7415785193443298
1535631356.0268984,7851,0.7419205904006958
1535631383.6310427,7871,0.7420607805252075
1535631453.633506,7921,0.7423657774925232
1535631481.357081,7941,0.7424464821815491
1535631536.3699744,7981,0.7427575588226318
1535631591.078075,8021,0.7429949045181274
1535631672.887348,8081,0.7433792352676392
1535631686.5859983,8091,0.7434641122817993
1535632003.7793236,8321,0.7448686361312866
1535632059.3097582,8361,0.745090901851654
1535632519.521409,8691,0.7470701932907104
1535632616.793849,8761,0.7474182844161987
1535632699.9337287,8821,0.7477133274078369
1535632893.7468426,8961,0.7485718131065369
1535632949.388507,9001,0.7488315105438232
1535633046.811262,9071,0.7491957545280457
1535633075.450038,9091,0.749333918094635
1535633159.8296912,9151,0.7496549487113953
1535633186.9751482,9171,0.7497588992118835
1535633380.9056365,9311,0.7505072355270386
1535633394.5716035,9321,0.750576913356781
1535633533.681954,9421,0.7511844635009766
1535633575.0199769,9451,0.7512974739074707
1535633699.0286062,9541,0.7517072558403015
1535633753.958106,9581,0.7518945932388306
1535633810.0250063,9621,0.7520874738693237
1535633934.1500318,9711,0.7525513172149658
1535633947.8800135,9721,0.7526100873947144
1535634031.2049572,9781,0.7529239058494568
1535634044.7521317,9791,0.7529792189598083
1535634114.1425447,9841,0.7532633543014526
1535634360.8563662,10021,0.75408935546875
1535634402.0042448,10051,0.7542825937271118
1535634524.332581,10141,0.75469970703125
1535634931.2785494,10441,0.7562626004219055
1535635107.956302,10571,0.756829023361206
1535635189.2270436,10631,0.7571288347244263
1535635229.947877,10661,0.7573097944259644
1535635257.4166117,10681,0.757409930229187
1535635311.2567503,10721,0.7576370239257812
1535635392.4353206,10781,0.7579090595245361
1535635460.775005,10831,0.7581855058670044
1535635597.3637202,10931,0.75869220495224
1535635678.3062296,10991,0.7589658498764038
1535635745.901581,11041,0.7591899633407593
1535635880.26453,11141,0.7597101330757141
1535635948.303866,11191,0.759949266910553
1535636448.9257388,11561,0.761641800403595
1535636502.7813323,11601,0.7618572115898132
1535636516.33754,11611,0.7618837952613831
1535636530.0239294,11621,0.7619021534919739
1535636774.667719,11801,0.7626702785491943
1535636937.551989,11921,0.7632262110710144
1535636950.7984931,11931,0.7632685303688049
1535637032.5821562,11991,0.7635586261749268
1535637127.1037815,12061,0.7638204097747803
1535637479.7100503,12321,0.7649780511856079
1535637642.388022,12441,0.7655208706855774
1535637792.061492,12551,0.7660312652587891
1535637832.0581238,12581,0.7661552429199219
1535637873.710042,12611,0.7662816047668457
1535638144.933025,12811,0.7670738697052002
