Wall time,Step,Value
1535620595.8574493,51,0.028718845918774605
1535620776.259066,181,0.06436988711357117
1535620859.6085467,241,0.07752631604671478
1535621085.239446,401,0.099175363779068
1535621113.4898312,421,0.10126768797636032
1535621155.6828415,451,0.10391754657030106
1535621311.8265994,561,0.11218760907649994
1535621520.4555988,711,0.12103040516376495
1535621561.882606,741,0.12259756028652191
1535621838.9044793,941,0.1343850940465927
1535621949.0372777,1021,0.1384362131357193
1535622003.84297,1061,0.14042513072490692
1535622281.5614772,1261,0.15012693405151367
1535622682.2676804,1551,0.1620265543460846
1535622723.6705701,1581,0.1632174700498581
1535622847.7429862,1671,0.1664734035730362
1535623002.2684243,1781,0.1700112223625183
1535623071.6675806,1831,0.17152683436870575
1535623099.3874733,1851,0.17205579578876495
1535623169.1350777,1901,0.17341922223567963
1535623710.0428243,2291,0.18342703580856323
1535623778.562161,2341,0.1847240924835205
1535623986.5913987,2491,0.18810859322547913
1535624070.7889647,2551,0.18939612805843353
1535624139.0662756,2601,0.19047877192497253
1535624234.6647317,2671,0.19193707406520844
1535624316.880163,2731,0.1931723803281784
1535624576.5095553,2921,0.1967240869998932
1535624794.675483,3081,0.1997675895690918
1535624821.710934,3101,0.20015621185302734
1535624931.5383368,3181,0.2015685886144638
1535625095.1029286,3301,0.2037101536989212
1535625217.9075031,3391,0.20513145625591278
1535625327.8247693,3471,0.20650528371334076
1535625545.1014552,3631,0.20902706682682037
1535625599.277437,3671,0.2096460461616516
1535626344.792285,4211,0.21754011511802673
1535626358.5942006,4221,0.2176462858915329
1535626596.433883,4391,0.21996945142745972
1535626638.198493,4421,0.2203284054994583
1535626679.8116076,4451,0.220664843916893
1535626886.647629,4601,0.22260791063308716
1535626928.2200398,4631,0.22293402254581451
1535626942.386866,4641,0.2230374664068222
1535627081.9843092,4741,0.22433707118034363
1535627313.1605425,4911,0.22640463709831238
1535627339.9249663,4931,0.22664165496826172
1535627627.085939,5141,0.2291835993528366
1535627860.1738226,5311,0.2312980443239212
1535627928.1835425,5361,0.2318544089794159
1535628298.5404947,5631,0.2350691705942154
1535628436.7936265,5731,0.23618236184120178
1535628518.2249131,5791,0.23679319024085999
1535628613.837556,5861,0.23752617835998535
1535628627.1412988,5871,0.23768098652362823
1535628833.4159465,6021,0.23930278420448303
1535629079.6306465,6201,0.2412874847650528
1535629106.7107906,6221,0.24149790406227112
1535629270.9755998,6341,0.24294596910476685
1535629366.3446758,6411,0.2437540590763092
1535629380.2608304,6421,0.2438548505306244
1535629407.553344,6441,0.2440662682056427
1535629448.4934552,6471,0.24440997838974
1535629476.214505,6491,0.24463163316249847
1535629639.5459597,6611,0.24596665799617767
1535629778.0242956,6711,0.24703088402748108
1535630014.7446482,6881,0.24898618459701538
1535630373.456247,7141,0.25179433822631836
1535630427.9818692,7181,0.2522564232349396
1535630483.580538,7221,0.2526833117008209
1535630497.3512502,7231,0.25280043482780457
1535630595.1732855,7301,0.2535710036754608
1535630718.4336352,7391,0.2545367479324341
1535630773.2651372,7431,0.2549043893814087
1535630828.8370233,7471,0.25532248616218567
1535630897.7204196,7521,0.2557809352874756
1535630953.8740475,7561,0.2561423182487488
1535631078.4344308,7651,0.25701823830604553
1535631133.63998,7691,0.2574511170387268
1535631160.907906,7711,0.2576804459095001
1535631188.200649,7731,0.2578544020652771
1535631285.7851627,7801,0.25848162174224854
1535631356.0268984,7851,0.2589173913002014
1535631383.6310427,7871,0.25912538170814514
1535631453.633506,7921,0.2596244812011719
1535631481.357081,7941,0.2598058879375458
1535631536.3699744,7981,0.26021063327789307
1535631591.078075,8021,0.260558158159256
1535631672.887348,8081,0.26107776165008545
1535631686.5859983,8091,0.2611845135688782
1535632003.7793236,8321,0.2633298337459564
1535632059.3097582,8361,0.2636464238166809
1535632519.521409,8691,0.2665750980377197
1535632616.793849,8761,0.2671457827091217
1535632699.9337287,8821,0.2676153779029846
1535632893.7468426,8961,0.2687620520591736
1535632949.388507,9001,0.2690871059894562
1535633046.811262,9071,0.26965922117233276
1535633075.450038,9091,0.26986604928970337
1535633159.8296912,9151,0.2703540027141571
1535633186.9751482,9171,0.27051877975463867
1535633380.9056365,9311,0.27172940969467163
1535633394.5716035,9321,0.27180570363998413
1535633533.681954,9421,0.2725476026535034
