Wall time,Step,Value
1537948231.193147,181,0.5500667095184326
1537948312.8130555,241,0.5942496061325073
1537948531.1922798,401,0.6679285764694214
1537948559.1013224,421,0.67525714635849
1537948599.7548819,451,0.6846041679382324
1537948749.856892,561,0.7083858251571655
1537948952.0842052,711,0.7325183153152466
1537948992.9651916,741,0.736730694770813
1537949264.7082562,941,0.7598463296890259
1537949372.9427087,1021,0.766663134098053
1537949426.6713233,1061,0.7696369886398315
1537949697.6133022,1261,0.7829736471176147
1537950091.1170254,1551,0.7975391149520874
1537950131.6025777,1581,0.7988185882568359
1537950253.3129897,1671,0.802142322063446
1537950403.1865647,1781,0.8056144118309021
1537950470.394256,1831,0.8071110844612122
1537950497.3169045,1851,0.8078324198722839
1537951094.2781582,2291,0.8178839087486267
1537951162.0117645,2341,0.8191890120506287
1537951365.9814816,2491,0.8223665952682495
1537951447.111125,2551,0.823634147644043
1537951515.1855438,2601,0.8245415687561035
1537951610.8907337,2671,0.8258315324783325
1537951691.8063035,2731,0.8267922401428223
1537951949.146402,2921,0.8293218016624451
1537952165.964886,3081,0.831268846988678
1537952192.8668094,3101,0.8315966725349426
1537952301.176818,3181,0.832606852054596
1537952464.1632,3301,0.8338459134101868
1537952585.9986844,3391,0.834847092628479
1537952693.8871405,3471,0.8358466625213623
1537952911.3107517,3631,0.8376842141151428
1537952965.5899103,3671,0.8380494713783264
1537953698.6019428,4211,0.8428440690040588
1537953711.9315808,4221,0.842930018901825
1537953942.6095455,4391,0.8444198966026306
1537953982.9928563,4421,0.8446956872940063
1537954023.502981,4451,0.844995379447937
1537954226.6944377,4601,0.8461398482322693
1537954267.3604739,4631,0.8463854193687439
1537954280.8944025,4641,0.8464491367340088
1537954416.7640753,4741,0.8470039963722229
1537954674.4003992,4931,0.8480299115180969
1537954958.1950176,5141,0.8491322994232178
1537955190.1819785,5311,0.850288987159729
1537955258.1267378,5361,0.850557267665863
1537955623.6233654,5631,0.8519818782806396
1537955760.0075126,5731,0.8526048064231873
1537955841.584093,5791,0.852975606918335
1537955936.4796474,5861,0.85332852602005
1537955950.0471647,5871,0.8533927202224731
1537956153.55564,6021,0.8542695045471191
1537956398.9675717,6201,0.8551492094993591
1537956426.1392872,6221,0.855194091796875
1537956588.2273612,6341,0.8556391596794128
1537956683.2949924,6411,0.855879545211792
1537956696.6638482,6421,0.8559221625328064
1537956723.50149,6441,0.8560080528259277
1537956764.1153445,6471,0.8561331629753113
1537956791.1786165,6491,0.8562539219856262
1537956954.611555,6611,0.8567683100700378
1537957089.3361552,6711,0.8571591377258301
1537957320.616111,6881,0.8574391603469849
1537957673.8586502,7141,0.8581557869911194
1537957727.741599,7181,0.8582873344421387
1537957782.186538,7221,0.858443558216095
1537957890.5136418,7301,0.8586089015007019
1537958013.6142073,7391,0.8589232563972473
1537958190.8173308,7521,0.8594189286231995
1537958245.2910488,7561,0.8595679402351379
1537958366.5482006,7651,0.8598638772964478
1537958420.6263099,7691,0.8599868416786194
1537958447.791415,7711,0.8600717186927795
1537958474.8830025,7731,0.8601524233818054
1537958569.5216267,7801,0.8604061603546143
1537958637.0174513,7851,0.8605930209159851
1537958663.8717442,7871,0.8606694936752319
1537958731.4262955,7921,0.8608493804931641
1537958759.0335035,7941,0.8609240055084229
1537958813.6013458,7981,0.8610672354698181
1537958867.1880295,8021,0.8612163662910461
