Wall time,Step,Value
1537948231.193147,181,12.042099952697754
1537948312.8130555,241,8.121883392333984
1537948531.1922798,401,7.466274738311768
1537948559.1013224,421,8.842883110046387
1537948599.7548819,451,10.772965431213379
1537948749.856892,561,6.3740363121032715
1537948952.0842052,711,7.74971342086792
1537948992.9651916,741,4.973758220672607
1537949264.7082562,941,5.056859493255615
1537949372.9427087,1021,5.884035587310791
1537949426.6713233,1061,5.852716445922852
1537949697.6133022,1261,6.492361068725586
1537950091.1170254,1551,4.4280571937561035
1537950131.6025777,1581,7.8781867027282715
1537950253.3129897,1671,5.229944229125977
1537950403.1865647,1781,4.69704532623291
1537950470.394256,1831,4.6115803718566895
1537950497.3169045,1851,4.620567798614502
1537951094.2781582,2291,5.4224066734313965
1537951162.0117645,2341,4.956169605255127
1537951365.9814816,2491,5.173582553863525
1537951447.111125,2551,5.236685752868652
1537951515.1855438,2601,4.709134101867676
1537951610.8907337,2671,6.253670692443848
1537951691.8063035,2731,5.308602809906006
1537951949.146402,2921,5.253100395202637
1537952165.964886,3081,4.733479976654053
1537952192.8668094,3101,4.35637092590332
1537952301.176818,3181,5.60576057434082
1537952464.1632,3301,4.468501091003418
1537952585.9986844,3391,3.9740705490112305
1537952693.8871405,3471,4.293776035308838
1537952911.3107517,3631,3.936283588409424
1537952965.5899103,3671,4.0529303550720215
1537953698.6019428,4211,3.705446243286133
1537953711.9315808,4221,3.3793020248413086
1537953942.6095455,4391,4.884242057800293
1537953982.9928563,4421,6.84127140045166
1537954023.502981,4451,4.223733901977539
1537954226.6944377,4601,5.158588886260986
1537954267.3604739,4631,4.384941577911377
1537954280.8944025,4641,6.383221626281738
1537954416.7640753,4741,5.607756614685059
1537954674.4003992,4931,4.469699859619141
1537954958.1950176,5141,4.575427532196045
1537955190.1819785,5311,3.8098459243774414
1537955258.1267378,5361,6.289059162139893
1537955623.6233654,5631,5.604823112487793
1537955760.0075126,5731,3.8404011726379395
1537955841.584093,5791,4.617311000823975
1537955936.4796474,5861,3.9025070667266846
